numero_colombia,nombre_colombia,codigo_cie10_colombia,codigo_cie10_formateado,encontrado,nivel_confianza,orpha_number,nombre_orphanet,codigos_cie10_orphanet,similitud,observaciones_colombia
2162,Deficiencia de RelB,D839,D83.9,True,Alta,,Inmunodeficiencia combinada por deficiencia de RELB,,100,
2164,Deficiencia de TFRC,D848,D84.8,True,Alta,,Inmunodeficiencia combinada por deficiencia de TFRC,D81.8,100,
2168,Enfermedad de Menkes,E830,E83.0,True,Alta,,Enfermedad de Menkes,E83.0,100,
2173,Hemangiomatosis Capilar Pulmonar,I288,I28.8,True,Alta,,Hemangiomatosis capilar pulmonar,D18.0,100,
2174,Hipertensión Arterial Pulmonar Heredable,I270,I27.0,True,Alta,,Hipertensión arterial pulmonar,,100,
2176,Hipertensión Pulmonar Persistente del Recién Nacido / Distrés respiratorio agudo neonatal por deficiencia de SP B,P280,P28.0,True,Alta,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,100,
2177,Hipertensión Pulmonar Tromboembólica Crónica,I288,I28.8,True,Alta,,Hipertensión pulmonar tromboembólica crónica,I26.0,100,
2180,Miopatía con inclusiones reductoras,G712,G71.2,True,Alta,,Miopatía con inclusiones reductoras,G71.2,100,
2183,Polimiositis,M332,M33.2,True,Alta,,Polimiositis,M33.2,100,
2184,Raquitismo Hipofosfatémico Familiar Ligado al Cromosoma X,E833,E83.3,True,Alta,,Raquitismo hipofosfatémico,,100,
2185,Retinosis Pigmentaria,H355,H35.5,True,Alta,,Retinosis pigmentaria,H35.5,100,
2187,Síndrome de ataxia-pancitopenia,Q610,Q61.0,True,Alta,,Síndrome de ataxia-pancitopenia,D61.0,100,Código corregido de 0610 a Q610
2189,Síndrome de Bohring-Opitz,Q878,Q87.8,True,Alta,,Síndrome de Bohring-Opitz,Q87.8,100,Código corregido de 0878 a Q878
2190,Síndrome de Coats Plus por deficiencia de CTC1/STN1,H350,H35.0,True,Alta,,Síndrome de Coats plus,H35.0,100,
2191,Síndrome de Kleefstra,Q878,Q87.8,True,Alta,,Síndrome de Kleefstra,Q87.8,100,Código corregido de 0878 a Q878
2194,Síndrome IVIC,Q718,Q71.8,True,Alta,,Síndrome IVIC,Q71.8,100,Código corregido de 0718 a Q718
2195,Síndrome MIRAGE,E271,E27.1,True,Alta,,Síndrome MIRAGE,D46.7,100,
2196,Síndrome pioderma gangrenoso + acné + hidradenitis supurativa (PASH),L988,L98.8,True,Alta,,Síndrome PASH,D89.8,100,
2197,Síndrome Pseudo TORCH 2,Q878,Q87.8,True,Alta,,Síndrome similar a la infección intrauterina congénita,Q87.8,100,Código corregido de 0878 a Q878
2199,Síndrome de X frágil,Q992,Q99.2,True,Alta,,Síndrome X frágil,Q99.2,100,Código corregido de 0992 a Q992
2200,Síndrome de microdeleción 19q13.11,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 19q13.11,Q93.5,100,Código corregido de 0935 a Q935
2201,Sindrome de Wiedemann-Steiner,Q871,Q87.1,True,Alta,,Síndrome de Wiedemann-Steiner,Q87.1,100,Código corregido de 0871 a Q871
2202,Síndrome de Koolen- De Vries,Q878,Q87.8,True,Alta,,Síndrome de Koolen-De Vries por una mutación puntual,Q87.8,100,Código corregido de 0878 a Q878
2204,Diabetes Insípida central,E232,E23.2,True,Alta,,OBSOLETO: Diabetes insípida central congénita,,100,
2206,Déficit de Alfa- 1 antitripsina (DAAT),E880,E88.0,True,Alta,,Deficiencia de alfa-1 antitripsina,E88.0,100,
2208,Neoplasia endocrina múltiple tipo 1,D448,D44.8,True,Alta,,Neoplasia endocrina múltiple tipo 1,D44.8,100,
2209,Encefalitis autoinmune con anticuerpos anti receptor NMDA,G049,G04.9,True,Alta,,Encefalitis del receptor NMDA,G13.1,100,
2210,Síndrome de Landau-Kleffner,F803,F80.3,True,Alta,,Síndrome de Landau-Kleffner,F80.3,100,
2212,Enfermedad de Kawasaki.,M303,M30.3,True,Alta,,Enfermedad de Kawasaki,M30.3,100,
2214,Asociación VACTERL,Q872,Q87.2,True,Alta,,Asociación VACTERL/VATER,Q87.2,100,Código corregido de 0872 a Q872
2218,Paramiotonía congénita,G711,G71.1,True,Alta,,Paramiotonía congénita de Von Eulenburg,G71.1,100,
2219,Enfermedad de Thomsen y Becker,G711,G71.1,True,Alta,,Enfermedad de Thomsen y Becker,G71.1,100,
2220,Síndrome de Dravet,G404,G40.4,True,Alta,,Síndrome de Dravet,G40.4,100,
2221,Duplicación parcial del cromosoma 17q.,Q935,Q93.5,True,Alta,,Síndrome de duplicación parcial del brazo largo del cromosoma 17,,100,
2223,Adrenoleucodistrofia neonatal.,E713,E71.3,True,Alta,,Adrenoleucodistrofia neonatal,E71.3,100,
2224,Porfiria Hepática Aguda,E802,E80.2,True,Alta,,Porfiria hepática aguda,,100,
2226,Encefalitis troncoencefálica de Bickerstaff,G610,G61.0,True,Alta,,Encefalitis troncoencefálica de Bickerstaff,G61.0,100,
2227,Otras encefalitis autoinmunes,G048,G04.8,True,Alta,,Encefalitis,,100,
2229,Síndrome epiléptico por infección febril (FIRES),G405,G40.5,True,Alta,,Síndrome epiléptico,,100,
2231,Coreoacantocitosis,E786,E78.6,True,Alta,,Coreoacantocitosis,E78.6,100,
2232,Miotonía con respuesta a la acetazolamida o miotonía agravada por potasio,G711,G71.1,True,Alta,,Miotonía agravada por potasio,,100,
2235,Enfermedad relacionada con IgG4,D898,D89.8,True,Alta,,Enfermedad renal relacionada con IgG4,N11.8,100,
2236,Amiloidosis hereditaria asociada a Transtiretina,E852,E85.2,True,Alta,,Amiloidosis,E85.0,100,
2238,Encefalomielitis Aguda Diseminada,G040,G04.0,True,Alta,,Encefalomielitis aguda diseminada,G04.0,100,
2239,Ceroidolipofuscinosis Neuronal,E754,E75.4,True,Alta,,Epilepsia del norte,E75.4,100,
2240,Enfermedad de Lafora,G403,G40.3,True,Alta,,Enfermedad de Lafora,G40.3,100,
2241,Síndrome de Dejerinne Sottas (DSD),G600,G60.0,True,Alta,,Desarrollo sexual diferente,,100,
2242,Trastorno del metabolismo del piruvato,E744,E74.4,True,Alta,,Trastorno del metabolismo del piruvato,,100,
2243,Hiperekplexia hereditaria,G258,G25.8,True,Alta,,Hiperekplexia hereditaria,G25.8,100,
2244,Tumor maligno neuroendocrino metastásico de origen desconocido,C759,C75.9,True,Alta,,Tumor neuroendocrino,,100,
2245,Osteosarcoma,C419,C41.9,True,Alta,,Osteosarcoma,C41.9,100,
2247,Psoriasis Pustulosa Generalizada,L401,L40.1,True,Alta,,Psoriasis pustulosa generalizada,L40.1,100,
25,Aciduria 3-metilglutaconica tipo 3,E711,E71.1,True,Alta,,Aciduria 3-metilglutacónica tipo 3,E71.1,99,
100,Anemia sideroblastica ligada al cromosoma X,Q640,Q64.0,True,Alta,,Anemia sideroblástica ligada al cromosoma X,D64.0,99,Código corregido de 0640 a Q640
101,Anemia sideroblastica ligada al cromosoma X con ataxia,Q640,Q64.0,True,Alta,,Anemia sideroblástica ligada al cromosoma X y ataxia espinocerebelosa,D64.0,99,Código corregido de 0640 a Q640
206,Atrofia dentato-rubro-palido-luisiana,G118,G11.8,True,Alta,,Atrofia dentato-rubro-pálido-luisiana,G11.8,99,
423,Deficiencia de IgA con subclases de IgG,D808,D80.8,True,Alta,,Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,D80.8,99,
523,Déficit de carbamil-fosfato sintetasa,E722,E72.2,True,Alta,,Deficiencia de carbamoil-fosfato sintetasa 1,E72.2,99,
536,Déficit de gamma-glutamilcisteina sintetasa,D551,D55.1,True,Alta,,Deficiencia de glutamato-cisteína ligasa,D55.1,99,
538,Déficit de glutation sintetasa,D551,D55.1,True,Alta,,Deficiencia de glutatión sintetasa,D55.1,99,
663,Displasia espondiloepifisaria tardia,Q777,Q77.7,True,Alta,,Displasia espondiloepifisaria tardía,Q77.7,99,Código corregido de 0777 a Q777
676,Displasia espondiloepimetafisaria tipo Genevieve,Q777,Q77.7,True,Alta,,Displasia espondiloepimetafisaria tipo Geneviève,Q77.7,99,Código corregido de 0777 a Q777
710,Distonia-parkinsonismo de inicio rápido,Q241,Q24.1,True,Alta,,Distonía-parkinsonismo de inicio rápido,G24.1,99,Código corregido de 0241 a Q241
872,Enfermedad por almacenamiento de esteres de colesterol,E755,E75.5,True,Alta,,Enfermedad por almacenamiento de ésteres de colesterol,E75.5,99,
873,Enfermedad por depósito de lipidos neutros,E755,E75.5,True,Alta,,Enfermedad por depósito de lípidos neutros,,99,
1033,Hipomielinización con atrofia de los ganglios basares y del cerebelo,E752,E75.2,True,Alta,,Hipomielinización con atrofia de los ganglios basales y del cerebelo,E75.2,99,
1049,Hipoqueratosis circunscrita palmo-plantar,Q828,Q82.8,True,Alta,,Hipoqueratosis palmoplantar circunscrita,L98.8,99,Código corregido de 0828 a Q828
1141,Macrocefalia - talla baja - paraplejia,XXXX,XXXX,True,Alta,,Síndrome de macrocefalia-talla baja-paraparesia,Q87.1,99,
1179,Microftalmia con anomalías cerebrales y de las manos,Q112,Q11.2,True,Alta,,Microftalmía con anomalías cerebrales y de las manos,Q11.2,99,Código corregido de 0112 a Q112
1199,Miopatia congénita letal tipo Compton-North,G712,G71.2,True,Alta,,Miopatía congénita letal tipo Compton-North,G71.2,99,
1253,Neurodegeneración con acumulo cerebral de hierro,G230,G23.0,True,Alta,,Neurodegeneración con acúmulo cerebral de hierro,,99,
1264,Neuropatia óptica hereditaria de Leber,H472,H47.2,True,Alta,,Neuropatía óptica hereditaria de Leber,H47.2,99,
1265,"Neuropatia periférica, tipo Fiskerstrand",G601,G60.1,True,Alta,,Síndrome de polineuropatía-hipoacusia-ataxia-retinosis pigmentaria-cataratas,G60.1,99,
1286,Oculo dental Síndrome tipo Rutherfurd,Q878,Q87.8,True,Alta,,Síndrome óculo-dental tipo Rutherfurd,Q87.8,99,Código corregido de 0878 a Q878
1302,Osteodisplasia poliquísfica lipomembranosa con leudoencefalopatía esclerosante,E752,E75.2,True,Alta,,Enfermedad de Nasu-Hakola,G31.8,99,
1338,"Paniculitis, histiocitica citofágica",M358,M35.8,True,Alta,,Paniculitis histiocítica citofágica,M35.8,99,
1352,Paraplejia espástica autosómica dominante tipo 6,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 6,G11.4,99,
1353,Paraplejia espástica autosómica dominante tipo 8,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 8,G11.4,99,
1355,Paraplejia espástica autosómica dominante tipo 10,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 10,G11.4,99,
1356,Paraplejia espástica autosómica dominante tipo 12,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 12,G11.4,99,
1357,Paraplejia espástica autosómica dominante tipo 13,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 13,G11.4,99,
1358,Paraplejia espástica autosómica dominante tipo 17,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 17,G11.4,99,
1359,Paraplejia espástica autosómica dominante tipo 29,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 29,G11.4,99,
1362,Paraplejia espástica autosómica dominante tipo 37,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 37,G11.4,99,
1363,Paraplejia espástica autosómica dominante tipo 38,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 38,G11.4,99,
1364,Paraplejia espástica autosómica recesiva tipo 14,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 14,G11.4,99,
1365,Paraplejia espástica autosómica recesiva tipo 15,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 15,G11.4,99,
1367,Paraplejia espástica autosómica recesiva tipo 23,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 23,G11.4,99,
1368,Paraplejia espástica autosómica recesiva tipo 24,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 24,G11.4,99,
1369,Paraplejia espástica autosómica recesiva tipo 25,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 25,G11.4,99,
1371,Paraplejia espástica autosómica recesiva tipo 28,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 28,G11.4,99,
1373,Paraplejia espástica autosómica recesiva tipo 39,G114,G11.4,True,Alta,,Paraparesia espástica autosómica recesiva tipo 39,G11.4,99,
1375,Paraplejia espástica ligada al cromosoma X tipo 2,G114,G11.4,True,Alta,,Paraparesia espástica tipo 2,G11.4,99,
1376,Paraplejia espástica ligada al cromosoma X tipo 16,G114,G11.4,True,Alta,,Paraparesia espástica ligada al cromosoma X tipo 16,G11.4,99,
1377,Paraplejia espástica ligada al cromosoma X tipo 34,G114,G11.4,True,Alta,,Paraparesia espástica ligada al cromosoma X tipo 34,G11.4,99,
1411,Polineuropatia desmielinizante inflamatoria crónica,G618,G61.8,True,Alta,,Polineuropatía desmielinizante inflamatoria crónica,G61.8,99,
1436,Pseudotumor inflamatorio del higado,K758,K75.8,True,Alta,,Pseudotumor inflamatorio del hígado,K75.8,99,
1586,Sindrome de aneuploidia en mosaico variegada,Q998,Q99.8,True,Alta,,Síndrome de aneuploidía en mosaico variegada,Q99.8,99,Código corregido de 0998 a Q998
1683,"Sindrome de deplecion del ADN mitocondrial, forma encefalomiopática con aciduria metilmalonica",G713,G71.3,True,Alta,,"Síndrome de depleción del ADN mitocondrial, forma encefalomiopática con aciduria metilmalónica",G71.3,99,
1752,Síndrome de insensibilidad a los androgenos,E345,E34.5,True,Alta,,Síndrome de insensibilidad a los andrógenos,E34.5,99,
1876,Sindrome de Pterigium popliteo autosómico dominante,Q872,Q87.2,True,Alta,,Síndrome de pterigium poplíteo autosómico dominante,Q87.2,99,Código corregido de 0872 a Q872
1936,Síndrome de sudoración inducida por frio,G608,G60.8,True,Alta,,Síndrome de sudoración inducida por frío,G90.8,99,
1999,Síndrome hipereosinofilico idiopático,D475,D47.5,True,Alta,,Síndrome hipereosinofílico idiopático,D47.5,99,
2021,Síndrome nefrotico idiopático sensible a esteroides,N048,N04.8,True,Alta,,Síndrome nefrótico idiopático sensible a esteroides,N04.0,99,
2034,Síndrome oral-facial-digital tipo 1,Q870,Q87.0,True,Alta,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,99,Código corregido de 0870 a Q870
2038,Síndrome oral-facial-digital tipo 8,Q870,Q87.0,True,Alta,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,99,Código corregido de 0870 a Q870
2175,Hipertension arterial pulmonar idiopática,I270,I27.0,True,Alta,,Hipertensión arterial pulmonar idiopática,I27.0,99,
27,Aciduria argininosuccinica,E722,E72.2,True,Alta,,Aciduria argininosuccínica,E72.2,98,
34,Aciduria orotica hereditaria,D530,D53.0,True,Alta,,Aciduria orótica hereditaria,E79.8,98,
42,Acrodermatitis enteropatica,E832,E83.2,True,Alta,,Acrodermatitis enteropática,E83.2,98,
49,Acroosteolisis tipo dominante,M895,M89.5,True,Alta,,Síndrome de Hajdu-Cheney,M89.5,98,
67,Agenesia parcial de páncreas,Q450,Q45.0,True,Alta,,Agenesia pancreática parcial,Q45.0,98,Código corregido de 0450 a Q450
83,Amaurosis congenita de Leber,H355,H35.5,True,Alta,,Amaurosis congénita de Leber,H35.5,98,
92,"Anemia diseritropoyetica, congénita",D644,D64.4,True,Alta,,Anemia diseritropoyética congénita,D64.4,98,
99,Anemia microcitica con sobrecarga hepatica de hierro,Q508,Q50.8,True,Alta,,Anemia microcítica con sobrecarga hepática de hierro,D50.8,98,Código corregido de 0508 a Q508
118,"Anoftalmia - microftalmia, aislada",Q112,Q11.2,True,Alta,,Microftalmia-anoftalmia-coloboma aislados,,98,Código corregido de 0112 a Q112
220,Atrofoderma lineal de Moulin,L908,L90.8,True,Alta,,Atrofodermia lineal de Moulin,L90.8,98,
221,Auriculo-osteo-displasia,Q875,Q87.5,True,Alta,,Aurículo-osteo-displasia,Q87.5,98,Código corregido de 0875 a Q875
228,Blefarochalasia labio doble,Q870,Q87.0,True,Alta,,Síndrome de Ascher,Q87.0,98,Código corregido de 0870 a Q870
294,Complejo fémur-peroné-cubito,Q728,Q72.8,True,Alta,,Complejo fémur-peroné-cúbito,Q74.8,98,Código corregido de 0728 a Q728
315,Cráneo-osteo-artropatia,M894,M89.4,True,Alta,,Cráneo-osteo-artropatía,M89.4,98,
419,Deficiencia de HOIL-1,E740,E74.0,True,Alta,,Síndrome autoinflamatorio con infección bacteriana piogénica y amilopectinosis,D89.8,98,
462,Deficiencia de properdin,Q841,Q84.1,True,Alta,,Deficiencia de properdina,D84.1,98,Código corregido de 0841 a Q841
494,Déficit combinado de los factores V y VIII,D688,D68.8,True,Alta,,Deficiencia combinada de los factores V y VIII,D68.8,98,
499,Déficit congénito de sacarasa-isomaltasa,E743,E74.3,True,Alta,,Deficiencia congénita de sacarasa-isomaltasa,E74.3,98,
509,Déficit de 3-hidroxi 3-metilglutaril-CoA (HMG) sintetasa,E713,E71.3,True,Alta,,Deficiencia de 3-hidroxi 3-metilglutaril-CoA (HMG) sintasa,E71.3,98,
534,Déficit de gamma aminobutidco ácido transaminasa,E728,E72.8,True,Alta,,Deficiencia de ácido gamma aminobutírico transaminasa,E72.8,98,
545,Déficit de N-acetil-alfa-D-galactosam nidasa,E771,E77.1,True,Alta,,Deficiencia de N-acetil-alfa-D-galactosaminidasa,E77.1,98,
550,Déficit de transportador de creatina ligado al cromosoma X,E728,E72.8,True,Alta,,Deficiencia del transportador de creatina ligada al cromosoma X,E72.8,98,
569,Dermato osteolisis tipo Kirghize,Q828,Q82.8,True,Alta,,Dermato-osteólisis tipo Kirghize,Q82.8,98,Código corregido de 0828 a Q828
574,Dermoide anular de la cornea,D311,D31.1,True,Alta,,Dermoide anular de la córnea,D31.1,98,
585,Despiqmentación aguda bilateral del iris,Q138,Q13.8,True,Alta,,Despigmentación aguda bilateral del iris,Q13.8,98,Código corregido de 0138 a Q138
588,Diabetes mellitus neonata,P702,P70.2,True,Alta,,Diabetes mellitus neonatal,P70.2,98,
592,Diafano-espondilodisostosis,Q788,Q78.8,True,Alta,,Diafanoespondilodisostosis,Q78.8,98,Código corregido de 0788 a Q788
600,Disautonomia familiar,G901,G90.1,True,Alta,,Disautonomía familiar,G90.1,98,
630,Displasia acromicrica,Q778,Q77.8,True,Alta,,Displasia acromícrica,Q77.8,98,Código corregido de 0778 a Q778
660,Displasia epifisiaria-falánqica en forma de ángel,Q788,Q78.8,True,Alta,,Displasia epifisiaria-falángica en forma de ángel,Q78.8,98,Código corregido de 0788 a Q788
706,Distonia dopa-sensible,Q248,Q24.8,True,Alta,,Distonía dopa-sensible,,98,Código corregido de 0248 a Q248
762,Embriopatia por talidomida,Q868,Q86.8,True,Alta,,Embriopatía por talidomida,Q86.8,98,Código corregido de 0868 a Q868
829,Enfermedad de McCardle,E740,E74.0,True,Alta,,Enfermedad de almacenamiento de glucógeno por deficiencia de glucógeno fosforilasa muscular,E74.0,98,
830,Enfermedad de Moya-Moya,1675,1675,True,Alta,,Enfermedad de Moyamoya,I67.5,98,
918,Fascitis eosinofilica,M354,M35.4,True,Alta,,Fascitis eosinofílica,M35.4,98,
978,Hemocromatosis neonata!,E831,E83.1,True,Alta,,Hemocromatosis neonatal,E83.1,98,
1004,Hiperostosis vertebral anguilosante con tilosis,M481,M48.1,True,Alta,,Hiperostosis vertebral anquilosante con tilosis,M48.1,98,
1051,Hipotermia periódica espontanea,G908,G90.8,True,Alta,,Hipotermia periódica espontánea,G90.8,98,
1194,Mioclonia perioral con ausencias,G403,G40.3,True,Alta,,Mioclonía perioral con ausencias,G40.4,98,
1203,"Miopatia distal, tipo Nonaka",G718,G71.8,True,Alta,,Miopatía GNE,G71.8,98,
1260,Neuropatia axonal motora aguda,G610,G61.0,True,Alta,,Neuropatía axonal motora aguda,G61.0,98,
1288,Odonto onico dérmica displasia,Q824,Q82.4,True,Alta,,Displasia odonto-ónico-dérmica,Q82.4,98,Código corregido de 0824 a Q824
1337,Panencefalitis por rubeola,B060,B06.0,True,Alta,,Panencefalitis por rubéola,"B06.0+, G05.1*",98,
1360,Paraplejia espástica autosómica dominante tipo 32,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 3,G11.4,98,
1361,Paraplejia espástica autosómica dominante tipo 35,G114,G11.4,True,Alta,,Paraparesia espástica autosómica dominante tipo 3,G11.4,98,
1374,Paraplejia espástica familiar,G114,G11.4,True,Alta,,Paraparesia espástica hereditaria,G11.4,98,
1417,Polirradiculoneuropatía desmiel nizante inflamatoria aguda,G610,G61.0,True,Alta,,Polirradiculoneuropatía desmielinizante inflamatoria aguda,G61.0,98,
1464,Retinopatia hereditaria vascular,H350,H35.0,True,Alta,,Retinopatía hereditaria vascular,,98,
1527,Sindactifia mesoaxial sinostótica con reducción de las falanges,Q704,Q70.4,True,Alta,,Sindactilia mesoaxial sinostótica con reducción de las falanges,"Q70.0, Q70.2",98,Código corregido de 0704 a Q704
1548,Síndrome blefaro queilo odóntico,Q878,Q87.8,True,Alta,,Síndrome bléfaro-queilo-odóntico,Q87.8,98,Código corregido de 0878 a Q878
1561,Síndrome cerebro-oculo-nasal,Q870,Q87.0,True,Alta,,Síndrome cerebro-óculo-nasal,Q87.0,98,Código corregido de 0870 a Q870
1562,Síndrome cerebro-pulmon-tiroides,E031,E03.1,True,Alta,,Síndrome cerebro-pulmón-tiroides,E03.1,98,
1567,Sindrome Cleidorizomelico,Q778,Q77.8,True,Alta,,Síndrome cleidorizomélico,Q77.8,98,Código corregido de 0778 a Q778
1590,Sindrome de anoftalmia plus,Q878,Q87.8,True,Alta,,Síndrome de anoftalmía plus,Q87.8,98,Código corregido de 0878 a Q878
1594,Síndrome de aspiracion de meconio,P240,P24.0,True,Alta,,Síndrome de aspiración de meconio,P24.0,98,
1617,Síndrome de Birt-Hogg-Dube,Q878,Q87.8,True,Alta,,Síndrome de Birt-Hogg-Dubé,C44.9,98,Código corregido de 0878 a Q878
1626,Síndrome de braguimorfismo - oncodisplasia - disfalangismo,Q871,Q87.1,True,Alta,,Síndrome de braquimorfismo-oncodisplasia-disfalangismo,Q87.1,98,Código corregido de 0871 a Q871
1653,Síndrome de Chediak-Higashi,E703,E70.3,True,Alta,,Síndrome de Chédiak-Higashi,E70.3,98,
1732,Síndrome de Guillain-Barre,G610,G61.0,True,Alta,,Síndrome de Guillain-Barré,G61.0,98,
1805,Sindrome de Mayer-Rok tansky-Küster-Hauser,Q518,Q51.8,True,Alta,,Síndrome de Mayer-Rokitansky-Küster-Hauser,Q51.8,98,Código corregido de 0518 a Q518
1813,Síndrome de microdelecion 12q14,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 12q14,Q93.5,98,Código corregido de 0935 a Q935
1814,Síndrome de microdelecion 15q24,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 15q24,Q93.5,98,Código corregido de 0935 a Q935
1815,Síndrome de microdelecion 2p21,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 2p21,Q93.5,98,Código corregido de 0935 a Q935
1817,Síndrome de microdelecion 2q37,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 2q37,Q93.5,98,Código corregido de 0935 a Q935
1818,Síndrome de microdelecion 8q22.1,Q935,Q93.5,True,Alta,,Síndrome de microdeleción 8q22.1,Q93.5,98,
1832,Síndrome de Naeqeli-Franceschetti-Jadassohn,Q824,Q82.4,True,Alta,,Síndrome de Naegeli-Franceschetti-Jadassohn,Q82.4,98,Código corregido de 0824 a Q824
1891,Síndrome de rotula parva,Q741,Q74.1,True,Alta,,Síndrome coxo-podo-patelar,Q74.1,98,Código corregido de 0741 a Q741
1906,Síndrome de Schopf-Schulz-Passarge,Q828,Q82.8,True,Alta,,Síndrome de Schöpf-Schulz-Passarge,Q82.8,98,Código corregido de 0828 a Q828
1923,Síndrome de Sjogren-Larsson,Q871,Q87.1,True,Alta,,Síndrome de Sjögren-Larsson,Q87.1,98,Código corregido de 0871 a Q871
1988,Síndrome dígito reno cerebral,Q878,Q87.8,True,Alta,,Síndrome digito-reno-cerebral,,98,Código corregido de 0878 a Q878
2026,Síndrome oculo osteo cutáneo,Q875,Q87.5,True,Alta,,Síndrome óculo-osteo-cutáneo,Q87.5,98,Código corregido de 0875 a Q875
2027,Síndrome oculo-cerebro-cutáneo,Q878,Q87.8,True,Alta,,Síndrome óculo-cerebro-cutáneo,Q87.8,98,Código corregido de 0878 a Q878
2046,Síndrome potimalformativo letal tipo Boissel,Q878,Q87.8,True,Alta,,Síndrome polimalformativo letal tipo Boissel,Q87.8,98,Código corregido de 0878 a Q878
2131,Trisomia terminal 10q,Q923,Q92.3,True,Alta,,Síndrome de duplicación terminal 10q,Q92.3,98,Código corregido de 0923 a Q923
2143,Vasculopatia cerebrorretiniana,I778,I77.8,True,Alta,,Vasculopatía cerebrorretiniana,,98,
2161,Deficiencia de Otulina,D848,D84.8,True,Alta,,Síndrome de fiebre periódica-paniculitis-dermatosis de inicio en el lactante,D89.8,98,
2186,Síndrome Cardiofacio Cutáneo,Q878,Q87.8,True,Alta,,Síndrome cardio-facio-cutáneo,Q87.8,98,Código corregido de 0878 a Q878
2211,Síndrome de Kleine-Levein,G478,G47.8,True,Alta,,Síndrome de Kleine-Levin,G47.8,98,
2213,Síndrome cerebrofrontofacial de Baraister-Winter,Q870,Q87.0,True,Alta,,Síndrome cerebrofrontofacial de Baraitser-Winter,Q87.0,98,Código corregido de 0870 a Q870
22,Acidemia succinica,Q713,Q71.3,True,Alta,,Acidemia succínica,,97,Código corregido de 0713 a Q713
124,Anomalia de Uhl,Q248,Q24.8,True,Alta,,Anomalía de Uhl,Q24.8,97,Código corregido de 0248 a Q248
316,Craneoraquisquisis,Q001,Q00.1,True,Alta,,Craneorraquisquisis,Q00.1,97,
330,Criohidrodtosis hereditaria con estomatina reducida,Q588,Q58.8,True,Alta,,Criohidrocitosis hereditaria con estomatina reducida,D58.8,97,Código corregido de 0588 a Q588
355,Deficiencia de ACT1,B372,B37.2,True,Alta,,Síndrome de tetraplejía espástica-cuerpo calloso delgado-microcefalia progresiva postnatal,Q02,97,
399,Deficiencia de CD9,XXXX,XXXX,True,Alta,,Fenotipo de inmunodeficiencia común variable por deficiencia de CD19/CD81,,97,
495,Déficit congénito de fibrinógeno,D682,D68.2,True,Alta,,Deficiencia congénita de fibrinógeno,D68.2,97,
496,Déficit congénito de heparan-sulfato en los enterocitos,P783,P78.3,True,Alta,,Deficiencia congénita de heparán-sulfato en los enterocitos,P78.3,97,
501,Déficit congénito del factor II,D682,D68.2,True,Alta,,Deficiencia congénita del factor II,D68.2,97,
503,Déficit congénito del factor V,D682,D68.2,True,Alta,,Deficiencia congénita del factor V,D68.2,97,
504,Déficit congénito del factor VII,D682,D68.2,True,Alta,,Deficiencia congénita del factor VII,D68.2,97,
506,Déficit congénito del factor X,D682,D68.2,True,Alta,,Deficiencia congénita del factor X,D68.2,97,
507,Déficit congénito del factor XI,D681,D68.1,True,Alta,,Deficiencia congénita del factor XI,D68.1,97,
508,Déficit congénito del factor XIII,D682,D68.2,True,Alta,,Deficiencia congénita del factor XIII,D68.2,97,
518,Déficit de adhesión leucodtaria tipo II,Q848,Q84.8,True,Alta,,Deficiencia de adhesión leucocitaria tipo II,D84.8,97,Código corregido de 0848 a Q848
524,Déficit de camitina palmitoiltransferasa II,E713,E71.3,True,Alta,,Deficiencia de carnitina palmitoiltransferasa II,E71.3,97,
567,Dermatitis granulomatosa interstidal con artritis,M301,M30.1,True,Alta,,Dermatitis granulomatosa intersticial con artritis,L30.8,97,
