ORPHA_Number,ORPHA_URL,Nombre_Orphanet,CIE10_Orphanet,Numero_Colombia,Nombre_Colombia,CIE10_Colombia,Tipo_Match,Similitud,Observaciones_Colombia
,,Hiperplasia suprarrenal congénita por deficiencia de citocromo P450 oxidoreductasa,E25.0,2176,Hipertensión Pulmonar Persistente del Recién Nacido / Distrés respiratorio agudo neonatal por deficiencia de SP B,P28.0,nombre_exacto,1.0,
,,Hipertensión pulmonar tromboembólica crónica,I26.0,2177,Hipertensión Pulmonar Tromboembólica Crónica,I28.8,nombre_exacto,1.0,
,,Miopatía con inclusiones reductoras,G71.2,2180,Miopatía con inclusiones reductoras,G71.2,nombre_exacto,1.0,
,,Polimiositis,M33.2,2183,Polimiositis,M33.2,nombre_exacto,1.0,
,,Raquitismo hipofosfatémico,,2184,Raquitismo Hipofosfatémico Familiar Ligado al Cromosoma X,E83.3,nombre_exacto,1.0,
,,Retinosis pigmentaria,H35.5,2185,Retinosis Pigmentaria,H35.5,nombre_exacto,1.0,
,,Síndrome de ataxia-pancitopenia,D61.0,2187,Síndrome de ataxia-pancitopenia,Q61.0,nombre_exacto,1.0,Código corregido de 0610 a Q610
,,Síndrome de Bohring-Opitz,Q87.8,2189,Síndrome de Bohring-Opitz,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Síndrome de Coats plus,H35.0,2190,Síndrome de Coats Plus por deficiencia de CTC1/STN1,H35.0,nombre_exacto,1.0,
,,Síndrome de Kleefstra,Q87.8,2191,Síndrome de Kleefstra,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Síndrome IVIC,Q71.8,2194,Síndrome IVIC,Q71.8,nombre_exacto,1.0,Código corregido de 0718 a Q718
,,Síndrome MIRAGE,D46.7,2195,Síndrome MIRAGE,E27.1,nombre_exacto,1.0,
,,Síndrome PASH,D89.8,2196,Síndrome pioderma gangrenoso + acné + hidradenitis supurativa (PASH),L98.8,nombre_exacto,1.0,
,,Síndrome similar a la infección intrauterina congénita,Q87.8,2197,Síndrome Pseudo TORCH 2,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,Síndrome X frágil,Q99.2,2199,Síndrome de X frágil,Q99.2,nombre_exacto,1.0,Código corregido de 0992 a Q992
,,Síndrome de microdeleción 19q13.11,Q93.5,2200,Síndrome de microdeleción 19q13.11,Q93.5,nombre_exacto,1.0,Código corregido de 0935 a Q935
,,Síndrome de Wiedemann-Steiner,Q87.1,2201,Sindrome de Wiedemann-Steiner,Q87.1,nombre_exacto,1.0,Código corregido de 0871 a Q871
,,Síndrome de Koolen-De Vries por una mutación puntual,Q87.8,2202,Síndrome de Koolen- De Vries,Q87.8,nombre_exacto,1.0,Código corregido de 0878 a Q878
,,OBSOLETO: Diabetes insípida central congénita,,2204,Diabetes Insípida central,E23.2,nombre_exacto,1.0,
,,Deficiencia de alfa-1 antitripsina,E88.0,2206,Déficit de Alfa- 1 antitripsina (DAAT),E88.0,nombre_exacto,1.0,
,,Neoplasia endocrina múltiple tipo 1,D44.8,2208,Neoplasia endocrina múltiple tipo 1,D44.8,nombre_exacto,1.0,
,,Encefalitis del receptor NMDA,G13.1,2209,Encefalitis autoinmune con anticuerpos anti receptor NMDA,G04.9,nombre_exacto,1.0,
,,Síndrome de Landau-Kleffner,F80.3,2210,Síndrome de Landau-Kleffner,F80.3,nombre_exacto,1.0,
,,Enfermedad de Kawasaki,M30.3,2212,Enfermedad de Kawasaki.,M30.3,nombre_exacto,1.0,
,,Asociación VACTERL/VATER,Q87.2,2214,Asociación VACTERL,Q87.2,nombre_exacto,1.0,Código corregido de 0872 a Q872
,,Paramiotonía congénita de Von Eulenburg,G71.1,2218,Paramiotonía congénita,G71.1,nombre_exacto,1.0,
,,Enfermedad de Thomsen y Becker,G71.1,2219,Enfermedad de Thomsen y Becker,G71.1,nombre_exacto,1.0,
,,Síndrome de Dravet,G40.4,2220,Síndrome de Dravet,G40.4,nombre_exacto,1.0,
,,Síndrome de duplicación parcial del brazo largo del cromosoma 17,,2221,Duplicación parcial del cromosoma 17q.,Q93.5,nombre_exacto,1.0,
,,Adrenoleucodistrofia neonatal,E71.3,2223,Adrenoleucodistrofia neonatal.,E71.3,nombre_exacto,1.0,
,,Porfiria hepática aguda,,2224,Porfiria Hepática Aguda,E80.2,nombre_exacto,1.0,
,,Encefalitis troncoencefálica de Bickerstaff,G61.0,2226,Encefalitis troncoencefálica de Bickerstaff,G61.0,nombre_exacto,1.0,
,,Encefalitis,,2227,Otras encefalitis autoinmunes,G04.8,nombre_exacto,1.0,
,,Síndrome epiléptico,,2229,Síndrome epiléptico por infección febril (FIRES),G40.5,nombre_exacto,1.0,
,,Coreoacantocitosis,E78.6,2231,Coreoacantocitosis,E78.6,nombre_exacto,1.0,
,,Miotonía agravada por potasio,,2232,Miotonía con respuesta a la acetazolamida o miotonía agravada por potasio,G71.1,nombre_exacto,1.0,
,,Enfermedad renal relacionada con IgG4,N11.8,2235,Enfermedad relacionada con IgG4,D89.8,nombre_exacto,1.0,
,,Amiloidosis,E85.0,2236,Amiloidosis hereditaria asociada a Transtiretina,E85.2,nombre_exacto,1.0,
,,Encefalomielitis aguda diseminada,G04.0,2238,Encefalomielitis Aguda Diseminada,G04.0,nombre_exacto,1.0,
,,Epilepsia del norte,E75.4,2239,Ceroidolipofuscinosis Neuronal,E75.4,nombre_exacto,1.0,
,,Enfermedad de Lafora,G40.3,2240,Enfermedad de Lafora,G40.3,nombre_exacto,1.0,
,,Desarrollo sexual diferente,,2241,Síndrome de Dejerinne Sottas (DSD),G60.0,nombre_exacto,1.0,
,,Trastorno del metabolismo del piruvato,,2242,Trastorno del metabolismo del piruvato,E74.4,nombre_exacto,1.0,
,,Hiperekplexia hereditaria,G25.8,2243,Hiperekplexia hereditaria,G25.8,nombre_exacto,1.0,
,,Tumor neuroendocrino,,2244,Tumor maligno neuroendocrino metastásico de origen desconocido,C75.9,nombre_exacto,1.0,
,,Osteosarcoma,C41.9,2245,Osteosarcoma,C41.9,nombre_exacto,1.0,
,,Psoriasis pustulosa generalizada,L40.1,2247,Psoriasis Pustulosa Generalizada,L40.1,nombre_exacto,1.0,
,,Aciduria 3-metilglutacónica tipo 3,E71.1,25,Aciduria 3-metilglutaconica tipo 3,E71.1,nombre_muy_similar,0.99,
,,Anemia sideroblástica ligada al cromosoma X,D64.0,100,Anemia sideroblastica ligada al cromosoma X,Q64.0,nombre_muy_similar,0.99,Código corregido de 0640 a Q640
,,Anemia sideroblástica ligada al cromosoma X y ataxia espinocerebelosa,D64.0,101,Anemia sideroblastica ligada al cromosoma X con ataxia,Q64.0,nombre_muy_similar,0.99,Código corregido de 0640 a Q640
,,Atrofia dentato-rubro-pálido-luisiana,G11.8,206,Atrofia dentato-rubro-palido-luisiana,G11.8,nombre_muy_similar,0.99,
,,Infecciones recurrentes asociadas a una deficiencia rara de isotipos de inmunoglobulinas,D80.8,423,Deficiencia de IgA con subclases de IgG,D80.8,nombre_muy_similar,0.99,
,,Deficiencia de carbamoil-fosfato sintetasa 1,E72.2,523,Déficit de carbamil-fosfato sintetasa,E72.2,nombre_muy_similar,0.99,
,,Deficiencia de glutamato-cisteína ligasa,D55.1,536,Déficit de gamma-glutamilcisteina sintetasa,D55.1,nombre_muy_similar,0.99,
,,Deficiencia de glutatión sintetasa,D55.1,538,Déficit de glutation sintetasa,D55.1,nombre_muy_similar,0.99,
,,Displasia espondiloepifisaria tardía,Q77.7,663,Displasia espondiloepifisaria tardia,Q77.7,nombre_muy_similar,0.99,Código corregido de 0777 a Q777
,,Displasia espondiloepimetafisaria tipo Geneviève,Q77.7,676,Displasia espondiloepimetafisaria tipo Genevieve,Q77.7,nombre_muy_similar,0.99,Código corregido de 0777 a Q777
,,Distonía-parkinsonismo de inicio rápido,G24.1,710,Distonia-parkinsonismo de inicio rápido,Q24.1,nombre_muy_similar,0.99,Código corregido de 0241 a Q241
,,Enfermedad por almacenamiento de ésteres de colesterol,E75.5,872,Enfermedad por almacenamiento de esteres de colesterol,E75.5,nombre_muy_similar,0.99,
,,Enfermedad por depósito de lípidos neutros,,873,Enfermedad por depósito de lipidos neutros,E75.5,nombre_muy_similar,0.99,
,,Hipomielinización con atrofia de los ganglios basales y del cerebelo,E75.2,1033,Hipomielinización con atrofia de los ganglios basares y del cerebelo,E75.2,nombre_muy_similar,0.99,
,,Hipoqueratosis palmoplantar circunscrita,L98.8,1049,Hipoqueratosis circunscrita palmo-plantar,Q82.8,nombre_muy_similar,0.99,Código corregido de 0828 a Q828
,,Síndrome de macrocefalia-talla baja-paraparesia,Q87.1,1141,Macrocefalia - talla baja - paraplejia,XXXX,nombre_muy_similar,0.99,
,,Microftalmía con anomalías cerebrales y de las manos,Q11.2,1179,Microftalmia con anomalías cerebrales y de las manos,Q11.2,nombre_muy_similar,0.99,Código corregido de 0112 a Q112
,,Miopatía congénita letal tipo Compton-North,G71.2,1199,Miopatia congénita letal tipo Compton-North,G71.2,nombre_muy_similar,0.99,
,,Neurodegeneración con acúmulo cerebral de hierro,,1253,Neurodegeneración con acumulo cerebral de hierro,G23.0,nombre_muy_similar,0.99,
,,Neuropatía óptica hereditaria de Leber,H47.2,1264,Neuropatia óptica hereditaria de Leber,H47.2,nombre_muy_similar,0.99,
,,Síndrome de polineuropatía-hipoacusia-ataxia-retinosis pigmentaria-cataratas,G60.1,1265,"Neuropatia periférica, tipo Fiskerstrand",G60.1,nombre_muy_similar,0.99,
,,Síndrome óculo-dental tipo Rutherfurd,Q87.8,1286,Oculo dental Síndrome tipo Rutherfurd,Q87.8,nombre_muy_similar,0.99,Código corregido de 0878 a Q878
,,Enfermedad de Nasu-Hakola,G31.8,1302,Osteodisplasia poliquísfica lipomembranosa con leudoencefalopatía esclerosante,E75.2,nombre_muy_similar,0.99,
,,Paniculitis histiocítica citofágica,M35.8,1338,"Paniculitis, histiocitica citofágica",M35.8,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 6,G11.4,1352,Paraplejia espástica autosómica dominante tipo 6,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 8,G11.4,1353,Paraplejia espástica autosómica dominante tipo 8,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 10,G11.4,1355,Paraplejia espástica autosómica dominante tipo 10,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 12,G11.4,1356,Paraplejia espástica autosómica dominante tipo 12,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 13,G11.4,1357,Paraplejia espástica autosómica dominante tipo 13,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 17,G11.4,1358,Paraplejia espástica autosómica dominante tipo 17,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 29,G11.4,1359,Paraplejia espástica autosómica dominante tipo 29,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 37,G11.4,1362,Paraplejia espástica autosómica dominante tipo 37,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica dominante tipo 38,G11.4,1363,Paraplejia espástica autosómica dominante tipo 38,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 14,G11.4,1364,Paraplejia espástica autosómica recesiva tipo 14,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 15,G11.4,1365,Paraplejia espástica autosómica recesiva tipo 15,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 23,G11.4,1367,Paraplejia espástica autosómica recesiva tipo 23,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 24,G11.4,1368,Paraplejia espástica autosómica recesiva tipo 24,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 25,G11.4,1369,Paraplejia espástica autosómica recesiva tipo 25,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 28,G11.4,1371,Paraplejia espástica autosómica recesiva tipo 28,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica autosómica recesiva tipo 39,G11.4,1373,Paraplejia espástica autosómica recesiva tipo 39,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica tipo 2,G11.4,1375,Paraplejia espástica ligada al cromosoma X tipo 2,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica ligada al cromosoma X tipo 16,G11.4,1376,Paraplejia espástica ligada al cromosoma X tipo 16,G11.4,nombre_muy_similar,0.99,
,,Paraparesia espástica ligada al cromosoma X tipo 34,G11.4,1377,Paraplejia espástica ligada al cromosoma X tipo 34,G11.4,nombre_muy_similar,0.99,
,,Polineuropatía desmielinizante inflamatoria crónica,G61.8,1411,Polineuropatia desmielinizante inflamatoria crónica,G61.8,nombre_muy_similar,0.99,
,,Pseudotumor inflamatorio del hígado,K75.8,1436,Pseudotumor inflamatorio del higado,K75.8,nombre_muy_similar,0.99,
,,Síndrome de aneuploidía en mosaico variegada,Q99.8,1586,Sindrome de aneuploidia en mosaico variegada,Q99.8,nombre_muy_similar,0.99,Código corregido de 0998 a Q998
,,"Síndrome de depleción del ADN mitocondrial, forma encefalomiopática con aciduria metilmalónica",G71.3,1683,"Sindrome de deplecion del ADN mitocondrial, forma encefalomiopática con aciduria metilmalonica",G71.3,nombre_muy_similar,0.99,
,,Síndrome de insensibilidad a los andrógenos,E34.5,1752,Síndrome de insensibilidad a los androgenos,E34.5,nombre_muy_similar,0.99,
,,Síndrome de pterigium poplíteo autosómico dominante,Q87.2,1876,Sindrome de Pterigium popliteo autosómico dominante,Q87.2,nombre_muy_similar,0.99,Código corregido de 0872 a Q872
,,Síndrome de sudoración inducida por frío,G90.8,1936,Síndrome de sudoración inducida por frio,G60.8,nombre_muy_similar,0.99,
,,Síndrome hipereosinofílico idiopático,D47.5,1999,Síndrome hipereosinofilico idiopático,D47.5,nombre_muy_similar,0.99,
,,Síndrome nefrótico idiopático sensible a esteroides,N04.0,2021,Síndrome nefrotico idiopático sensible a esteroides,N04.8,nombre_muy_similar,0.99,
,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,2034,Síndrome oral-facial-digital tipo 1,Q87.0,nombre_muy_similar,0.99,Código corregido de 0870 a Q870
,,Síndrome orofaciodigital con talla baja y braquimesofalangia,Q87.0,2038,Síndrome oral-facial-digital tipo 8,Q87.0,nombre_muy_similar,0.99,Código corregido de 0870 a Q870
,,Hipertensión arterial pulmonar idiopática,I27.0,2175,Hipertension arterial pulmonar idiopática,I27.0,nombre_muy_similar,0.99,
,,Aciduria argininosuccínica,E72.2,27,Aciduria argininosuccinica,E72.2,nombre_muy_similar,0.98,
,,Aciduria orótica hereditaria,E79.8,34,Aciduria orotica hereditaria,D53.0,nombre_muy_similar,0.98,
,,Acrodermatitis enteropática,E83.2,42,Acrodermatitis enteropatica,E83.2,nombre_muy_similar,0.98,
,,Síndrome de Hajdu-Cheney,M89.5,49,Acroosteolisis tipo dominante,M89.5,nombre_muy_similar,0.98,
,,Agenesia pancreática parcial,Q45.0,67,Agenesia parcial de páncreas,Q45.0,nombre_muy_similar,0.98,Código corregido de 0450 a Q450
,,Amaurosis congénita de Leber,H35.5,83,Amaurosis congenita de Leber,H35.5,nombre_muy_similar,0.98,
,,Anemia diseritropoyética congénita,D64.4,92,"Anemia diseritropoyetica, congénita",D64.4,nombre_muy_similar,0.98,
,,Anemia microcítica con sobrecarga hepática de hierro,D50.8,99,Anemia microcitica con sobrecarga hepatica de hierro,Q50.8,nombre_muy_similar,0.98,Código corregido de 0508 a Q508
,,Microftalmia-anoftalmia-coloboma aislados,,118,"Anoftalmia - microftalmia, aislada",Q11.2,nombre_muy_similar,0.98,Código corregido de 0112 a Q112
,,Atrofodermia lineal de Moulin,L90.8,220,Atrofoderma lineal de Moulin,L90.8,nombre_muy_similar,0.98,
,,Aurículo-osteo-displasia,Q87.5,221,Auriculo-osteo-displasia,Q87.5,nombre_muy_similar,0.98,Código corregido de 0875 a Q875
,,Síndrome de Ascher,Q87.0,228,Blefarochalasia labio doble,Q87.0,nombre_muy_similar,0.98,Código corregido de 0870 a Q870
,,Complejo fémur-peroné-cúbito,Q74.8,294,Complejo fémur-peroné-cubito,Q72.8,nombre_muy_similar,0.98,Código corregido de 0728 a Q728
,,Cráneo-osteo-artropatía,M89.4,315,Cráneo-osteo-artropatia,M89.4,nombre_muy_similar,0.98,
,,Síndrome autoinflamatorio con infección bacteriana piogénica y amilopectinosis,D89.8,419,Deficiencia de HOIL-1,E74.0,nombre_muy_similar,0.98,
,,Deficiencia de properdina,D84.1,462,Deficiencia de properdin,Q84.1,nombre_muy_similar,0.98,Código corregido de 0841 a Q841
,,Deficiencia combinada de los factores V y VIII,D68.8,494,Déficit combinado de los factores V y VIII,D68.8,nombre_muy_similar,0.98,
,,Deficiencia congénita de sacarasa-isomaltasa,E74.3,499,Déficit congénito de sacarasa-isomaltasa,E74.3,nombre_muy_similar,0.98,
,,Deficiencia de 3-hidroxi 3-metilglutaril-CoA (HMG) sintasa,E71.3,509,Déficit de 3-hidroxi 3-metilglutaril-CoA (HMG) sintetasa,E71.3,nombre_muy_similar,0.98,
,,Deficiencia de ácido gamma aminobutírico transaminasa,E72.8,534,Déficit de gamma aminobutidco ácido transaminasa,E72.8,nombre_muy_similar,0.98,
,,Deficiencia de N-acetil-alfa-D-galactosaminidasa,E77.1,545,Déficit de N-acetil-alfa-D-galactosam nidasa,E77.1,nombre_muy_similar,0.98,
,,Deficiencia del transportador de creatina ligada al cromosoma X,E72.8,550,Déficit de transportador de creatina ligado al cromosoma X,E72.8,nombre_muy_similar,0.98,
,,Dermato-osteólisis tipo Kirghize,Q82.8,569,Dermato osteolisis tipo Kirghize,Q82.8,nombre_muy_similar,0.98,Código corregido de 0828 a Q828
,,Dermoide anular de la córnea,D31.1,574,Dermoide anular de la cornea,D31.1,nombre_muy_similar,0.98,
,,Despigmentación aguda bilateral del iris,Q13.8,585,Despiqmentación aguda bilateral del iris,Q13.8,nombre_muy_similar,0.98,Código corregido de 0138 a Q138
,,Diabetes mellitus neonatal,P70.2,588,Diabetes mellitus neonata,P70.2,nombre_muy_similar,0.98,
,,Diafanoespondilodisostosis,Q78.8,592,Diafano-espondilodisostosis,Q78.8,nombre_muy_similar,0.98,Código corregido de 0788 a Q788
,,Disautonomía familiar,G90.1,600,Disautonomia familiar,G90.1,nombre_muy_similar,0.98,
,,Displasia acromícrica,Q77.8,630,Displasia acromicrica,Q77.8,nombre_muy_similar,0.98,Código corregido de 0778 a Q778
,,Displasia epifisiaria-falángica en forma de ángel,Q78.8,660,Displasia epifisiaria-falánqica en forma de ángel,Q78.8,nombre_muy_similar,0.98,Código corregido de 0788 a Q788
,,Distonía dopa-sensible,,706,Distonia dopa-sensible,Q24.8,nombre_muy_similar,0.98,Código corregido de 0248 a Q248
,,Embriopatía por talidomida,Q86.8,762,Embriopatia por talidomida,Q86.8,nombre_muy_similar,0.98,Código corregido de 0868 a Q868
,,Enfermedad de almacenamiento de glucógeno por deficiencia de glucógeno fosforilasa muscular,E74.0,829,Enfermedad de McCardle,E74.0,nombre_muy_similar,0.98,
,,Enfermedad de Moyamoya,I67.5,830,Enfermedad de Moya-Moya,1675,nombre_muy_similar,0.98,
,,Fascitis eosinofílica,M35.4,918,Fascitis eosinofilica,M35.4,nombre_muy_similar,0.98,
,,Hemocromatosis neonatal,E83.1,978,Hemocromatosis neonata!,E83.1,nombre_muy_similar,0.98,
,,Hiperostosis vertebral anquilosante con tilosis,M48.1,1004,Hiperostosis vertebral anguilosante con tilosis,M48.1,nombre_muy_similar,0.98,
,,Hipotermia periódica espontánea,G90.8,1051,Hipotermia periódica espontanea,G90.8,nombre_muy_similar,0.98,
,,Mioclonía perioral con ausencias,G40.4,1194,Mioclonia perioral con ausencias,G40.3,nombre_muy_similar,0.98,
,,Miopatía GNE,G71.8,1203,"Miopatia distal, tipo Nonaka",G71.8,nombre_muy_similar,0.98,
,,Neuropatía axonal motora aguda,G61.0,1260,Neuropatia axonal motora aguda,G61.0,nombre_muy_similar,0.98,
,,Displasia odonto-ónico-dérmica,Q82.4,1288,Odonto onico dérmica displasia,Q82.4,nombre_muy_similar,0.98,Código corregido de 0824 a Q824
,,Panencefalitis por rubéola,"B06.0+, G05.1*",1337,Panencefalitis por rubeola,B06.0,nombre_muy_similar,0.98,
,,Paraparesia espástica autosómica dominante tipo 3,G11.4,1360,Paraplejia espástica autosómica dominante tipo 32,G11.4,nombre_muy_similar,0.98,
,,Paraparesia espástica autosómica dominante tipo 3,G11.4,1361,Paraplejia espástica autosómica dominante tipo 35,G11.4,nombre_muy_similar,0.98,
,,Paraparesia espástica hereditaria,G11.4,1374,Paraplejia espástica familiar,G11.4,nombre_muy_similar,0.98,
,,Polirradiculoneuropatía desmielinizante inflamatoria aguda,G61.0,1417,Polirradiculoneuropatía desmiel nizante inflamatoria aguda,G61.0,nombre_muy_similar,0.98,
,,Retinopatía hereditaria vascular,,1464,Retinopatia hereditaria vascular,H35.0,nombre_muy_similar,0.98,
,,Sindactilia mesoaxial sinostótica con reducción de las falanges,"Q70.0, Q70.2",1527,Sindactifia mesoaxial sinostótica con reducción de las falanges,Q70.4,nombre_muy_similar,0.98,Código corregido de 0704 a Q704
,,Síndrome bléfaro-queilo-odóntico,Q87.8,1548,Síndrome blefaro queilo odóntico,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome cerebro-óculo-nasal,Q87.0,1561,Síndrome cerebro-oculo-nasal,Q87.0,nombre_muy_similar,0.98,Código corregido de 0870 a Q870
,,Síndrome cerebro-pulmón-tiroides,E03.1,1562,Síndrome cerebro-pulmon-tiroides,E03.1,nombre_muy_similar,0.98,
,,Síndrome cleidorizomélico,Q77.8,1567,Sindrome Cleidorizomelico,Q77.8,nombre_muy_similar,0.98,Código corregido de 0778 a Q778
,,Síndrome de anoftalmía plus,Q87.8,1590,Sindrome de anoftalmia plus,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome de aspiración de meconio,P24.0,1594,Síndrome de aspiracion de meconio,P24.0,nombre_muy_similar,0.98,
,,Síndrome de Birt-Hogg-Dubé,C44.9,1617,Síndrome de Birt-Hogg-Dube,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome de braquimorfismo-oncodisplasia-disfalangismo,Q87.1,1626,Síndrome de braguimorfismo - oncodisplasia - disfalangismo,Q87.1,nombre_muy_similar,0.98,Código corregido de 0871 a Q871
,,Síndrome de Chédiak-Higashi,E70.3,1653,Síndrome de Chediak-Higashi,E70.3,nombre_muy_similar,0.98,
,,Síndrome de Guillain-Barré,G61.0,1732,Síndrome de Guillain-Barre,G61.0,nombre_muy_similar,0.98,
,,Síndrome de Mayer-Rokitansky-Küster-Hauser,Q51.8,1805,Sindrome de Mayer-Rok tansky-Küster-Hauser,Q51.8,nombre_muy_similar,0.98,Código corregido de 0518 a Q518
,,Síndrome de microdeleción 12q14,Q93.5,1813,Síndrome de microdelecion 12q14,Q93.5,nombre_muy_similar,0.98,Código corregido de 0935 a Q935
,,Síndrome de microdeleción 15q24,Q93.5,1814,Síndrome de microdelecion 15q24,Q93.5,nombre_muy_similar,0.98,Código corregido de 0935 a Q935
,,Síndrome de microdeleción 2p21,Q93.5,1815,Síndrome de microdelecion 2p21,Q93.5,nombre_muy_similar,0.98,Código corregido de 0935 a Q935
,,Síndrome de microdeleción 2q37,Q93.5,1817,Síndrome de microdelecion 2q37,Q93.5,nombre_muy_similar,0.98,Código corregido de 0935 a Q935
,,Síndrome de microdeleción 8q22.1,Q93.5,1818,Síndrome de microdelecion 8q22.1,Q93.5,nombre_muy_similar,0.98,
,,Síndrome de Naegeli-Franceschetti-Jadassohn,Q82.4,1832,Síndrome de Naeqeli-Franceschetti-Jadassohn,Q82.4,nombre_muy_similar,0.98,Código corregido de 0824 a Q824
,,Síndrome coxo-podo-patelar,Q74.1,1891,Síndrome de rotula parva,Q74.1,nombre_muy_similar,0.98,Código corregido de 0741 a Q741
,,Síndrome de Schöpf-Schulz-Passarge,Q82.8,1906,Síndrome de Schopf-Schulz-Passarge,Q82.8,nombre_muy_similar,0.98,Código corregido de 0828 a Q828
,,Síndrome de Sjögren-Larsson,Q87.1,1923,Síndrome de Sjogren-Larsson,Q87.1,nombre_muy_similar,0.98,Código corregido de 0871 a Q871
,,Síndrome digito-reno-cerebral,,1988,Síndrome dígito reno cerebral,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome óculo-osteo-cutáneo,Q87.5,2026,Síndrome oculo osteo cutáneo,Q87.5,nombre_muy_similar,0.98,Código corregido de 0875 a Q875
,,Síndrome óculo-cerebro-cutáneo,Q87.8,2027,Síndrome oculo-cerebro-cutáneo,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome polimalformativo letal tipo Boissel,Q87.8,2046,Síndrome potimalformativo letal tipo Boissel,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome de duplicación terminal 10q,Q92.3,2131,Trisomia terminal 10q,Q92.3,nombre_muy_similar,0.98,Código corregido de 0923 a Q923
,,Vasculopatía cerebrorretiniana,,2143,Vasculopatia cerebrorretiniana,I77.8,nombre_muy_similar,0.98,
,,Síndrome de fiebre periódica-paniculitis-dermatosis de inicio en el lactante,D89.8,2161,Deficiencia de Otulina,D84.8,nombre_muy_similar,0.98,
,,Síndrome cardio-facio-cutáneo,Q87.8,2186,Síndrome Cardiofacio Cutáneo,Q87.8,nombre_muy_similar,0.98,Código corregido de 0878 a Q878
,,Síndrome de Kleine-Levin,G47.8,2211,Síndrome de Kleine-Levein,G47.8,nombre_muy_similar,0.98,
,,Síndrome cerebrofrontofacial de Baraitser-Winter,Q87.0,2213,Síndrome cerebrofrontofacial de Baraister-Winter,Q87.0,nombre_muy_similar,0.98,Código corregido de 0870 a Q870
,,Acidemia succínica,,22,Acidemia succinica,Q71.3,nombre_muy_similar,0.97,Código corregido de 0713 a Q713
,,Anomalía de Uhl,Q24.8,124,Anomalia de Uhl,Q24.8,nombre_muy_similar,0.97,Código corregido de 0248 a Q248
,,Craneorraquisquisis,Q00.1,316,Craneoraquisquisis,Q00.1,nombre_muy_similar,0.97,
,,Criohidrocitosis hereditaria con estomatina reducida,D58.8,330,Criohidrodtosis hereditaria con estomatina reducida,Q58.8,nombre_muy_similar,0.97,Código corregido de 0588 a Q588
,,Síndrome de tetraplejía espástica-cuerpo calloso delgado-microcefalia progresiva postnatal,Q02,355,Deficiencia de ACT1,B37.2,nombre_muy_similar,0.97,
,,Fenotipo de inmunodeficiencia común variable por deficiencia de CD19/CD81,,399,Deficiencia de CD9,XXXX,nombre_muy_similar,0.97,
,,Deficiencia congénita de fibrinógeno,D68.2,495,Déficit congénito de fibrinógeno,D68.2,nombre_muy_similar,0.97,
,,Deficiencia congénita de heparán-sulfato en los enterocitos,P78.3,496,Déficit congénito de heparan-sulfato en los enterocitos,P78.3,nombre_muy_similar,0.97,
,,Deficiencia congénita del factor II,D68.2,501,Déficit congénito del factor II,D68.2,nombre_muy_similar,0.97,
,,Deficiencia congénita del factor V,D68.2,503,Déficit congénito del factor V,D68.2,nombre_muy_similar,0.97,
,,Deficiencia congénita del factor VII,D68.2,504,Déficit congénito del factor VII,D68.2,nombre_muy_similar,0.97,
,,Deficiencia congénita del factor X,D68.2,506,Déficit congénito del factor X,D68.2,nombre_muy_similar,0.97,
,,Deficiencia congénita del factor XI,D68.1,507,Déficit congénito del factor XI,D68.1,nombre_muy_similar,0.97,
