Número,Nombre_Enfermedad,Código_CIE10,Observaciones
896,Esclerosis endosteal - Hipoplasia cerebelar,Q878,Código corregido de 0878 a Q878
897,Esclerosis lateral amiotrófica,G122,
898,Esclerosis lateral primaria,G122,
899,Esclerosis Múltiple,G35X,
900,Esclerosis múltiple - ictiosis - deficiencia del factor VIII,G378,
901,Esclerosis sistémica cutánea difusa,M340,
902,Esclerosis sistémica cutánea limitada,L940,
903,Esclerosis tuberosa,Q851,Código corregido de 0851 a Q851
904,Esferocitosis hereditaria,D580,
905,"Espasticidad - Déficit intelectual - epilepsia, ligado al cromosoma X",G253,
906,Espino cerebelosa Degeneración distrofia corneal,G111,
907,Espondyloenchondro-displasia con desrequlación inmune (SPENCD),Q777,Código corregido de 0777 a Q777
908,Esquisencefalia,Q046,Código corregido de 0046 a Q046
909,Esquizofrenia retraso mental sordera retinitis,XXXX,
910,Estatura baja - cuello ancho-trastorno cardiaco,Q878,
911,Estatura baja - defectos en el cerebelo e hipófisis - silla turca pequeña,E230,
912,Estatura baja por anomalia cualitativa de hormona de crecimiento,E230,
913,Estenosis pulmonar valvular,Q221,Código corregido de 0221 a Q221
914,Esferoide deshidrogenasa anomalías dentales. Déficit de,K768,
915,Estesioneuroblastoma,C300,
916,Estomatocitosis hereditaria con hematies hiperhidratados,D588,
917,Fallo autonómico puro,G903,
918,Fascitis eosinofilica,M354,
919,Fémur bífido ectrodactilia monodactilia,Q748,
920,Fenilcetonuria,E700,
921,"Feocromocitoma, secretante",C741,
922,Fibrocondrogénesis,Q777,
923,F brodisplasia osificante progresiva,M611,
924,Fibrofoliculomas múltiples familiares,D239,
925,Fibromatosis e ni'val sordera,H903,
926,Fibromatosis gingival- anomahas dentales,K005,
927,Fibromatosis hialina juvenil,M728,
928,Fibrosis pulmonar - hiperplasia hepática - hipoplasia de médula ósea,XXXX,
929,Fibrosis pulmonar - inmunodeficiencia - disgenesia gonadal,D828,
930,Fibrosis pulmonar idiopática,J841,
931,Fibrosis quistica,E849,
932,Fiebre botonosa,A771,
933,Fiebre mediterránea familiar,E850,
934,Fiebre reumática,I00X,
935,Fistula arteriovenosa cerebral,Q282,
936,Fístula broncobiliar congénita,Q324,
937,Fisura labial - retinopatia,Q878,
938,Fisura labiopalatina malrotación cardiopatia,Q878,
939,Fisura media del labio inferior,Q361,
940,Fisura palatina anomalias carpotarsales oliqodoncia,Q878,
941,Fisura palatina cardiopatía ectrodactiha,Q878,
942,"Fisura palatina sinequias laterales, Síndrome de",Q878,
943,Fisura palatina talla baja vertebras anomalías,Q870,
944,Foramina parietal,Q758,
945,Forma perinatal-letal de la enfermedad de Gaucher,E752,
946,Formas letales del Sindrome de Pterigium,Q798,
947,"Fosforibosilpirofosfato sintetasa, sobreactividad de",E798,
948,Fotosensibilidad cutánea colitis letal,L578,
949,Fragilidad ósea contracturas articulares,M218,
950,Fructosuria,E741,
951,Fucosidosis,E771,
952,Fusión posterior de las vértebras lumbosacras - blefaroptosis,Q875,Código corregido de 0875 a Q875
953,Fusión vertebral anterior progresiva no infecciosa,Q878,
954,Galactosemia,E742,
955,Gangliosidosis tipo 1,E751,
956,Gangliosidosis tipo 2,E751,
957,Gangliosidosis tipo 3,E751,
958,Gastroenteritis eosinofilica i,K528,
959,Gastrosquisis,Q793,
960,Gerodermia osteodisplástica,Q828,
961,Gigantismo cerebral quistes maxilares,Q048,
962,Glaucoma - apnea del sueño,XXXX,
963,Glaucoma ectopia esferofaquia rigidez articular talla baja,Q871,
964,Glomerulopatia hipotriquia telangiectasias,XXXX,
965,Glucogenosis de Bickel-Fanconi,E740,
966,Glucogenosis tipo 1,E740,
967,Glucogenosis tipo 2,E740,
968,Granuloma chalazodérmico,C840,
969,Granulomatosis autoinflamatoria infantil,D898,
970,Hamartomatosis quistica de pulmón y riñon,Q858,
971,Hemangiomatosis neonatal difusa,D180,
972,"Hematuria familiar, autosómica dominante - tortuosidad arteriolar retinal - contracturas",I99X,
973,Hemicrania paroxística,G448,
974,Hemimelia fibular,Q726,
975,Hemimelia tibia!,Q725,
976,Hemimelia tibial fisura labiopalatina,Q878,
977,Hemiplejia alternante familiar nocturna benigna infantil,G819,
978,Hemocromatosis neonata!,E831,
979,Hemoglobinuria paroxística nocturna,D595,
980,Hendidura de narinas telecanthus,Q758,
981,Hendidura estemal,Q767,
982,Hendidura laringotraqueoesofágica,Q321,
983,Hepatitis crónica autoinmune,K754,
984,Hermafroditismo verdadero XX,Q560,Código corregido de 0560 a Q560
985,Hernia diafragmática,Q790,Código corregido de 0790 a Q790
986,Hernia diafragmática anomalía de miembros,Q878,Código corregido de 0878 a Q878
987,Heterotaxia,Q893,Código corregido de 0893 a Q893
988,Hidrocefalia - displasia costoventral - anomalía de Sprengel,Q878,Código corregido de 0878 a Q878
989,Hidrocefalia nefropatia escleróticas azules,Q878,Código corregido de 0878 a Q878
990,Hidrocefalia talla alta hiperlaxitud,Q878,Código corregido de 0878 a Q878
991,Hiperandrogenismo debido a deficiencia de cortisona reductasa,E258,
992,Hiperargininemía,E722,
993,Hipercolesterolemia debido a deficiencia de colesterol 7-alfahidroxilasa,E780,
994,Hipercolesterolemia familiar homocigota,E780,
995,Hiperekplexia - epilepsia,G258,
996,Hiperfenilalalinemia,E701,
997,Hiperfen lalaninemia materna,E701,
998,Hiperferritinemia hereditaria con cataratas congénitas,H260,
999,Hiperghcinemia no cetósica,E725,
1000,Hiperinmunoglobulinemia D con fiebre recurrente,E850,
1001,Hiperlipoproteinemia no especificada,E782,
1002,Hiperlipoproteinemia tipo 1,E783,
1003,Hiperlipoproteinemia tipo 3,E782,
1004,Hiperostosis vertebral anguilosante con tilosis,M481,
1005,Hiperoxaluria,E748,
1006,Hiperoxaluria primaria de tipo 1,E748,
1007,Hiperplasia regenerativa nodular,K768,
1008,Hiperplasia suprarrenal congénita,E250,
1009,Hiperqueratosis palmoplantar - cáncer de esófago,XXXX,
1010,Hiperqueratosis palmoplantar parapares a espástica,G821,
1011,Hiperqueratosis palmoplantar sordera,Q828,Código corregido de 0828 a Q828
1012,Hipersomnia idiopática,F511,
1013,"Hipertelorismo, tipo Teebi",Q870,Código corregido de 0870 a Q870
1015,Iiipertermia maligna artrogrfflosis torticolis,Q878,Código corregido de 0878 a Q878
1016,Hipertricosis cervical anterior aislada,L682,
1017,Hipertricosis cervical neuropatía,G600,
1018,Hipertricosis cubital tafia baja,Q842,Código corregido de 0842 a Q842
1019,Hipertricosis lanuqinosa adquirida,L681,
1020,Hipertricosis lanuqinosa congénita,Q842,Código corregido de 0842 a Q842
1021,Hipo crónico,G253,
1022,Hipocondroplasia,Q774,Código corregido de 0774 a Q774
1023,Hipofosfatasia,E833,
1024,Hipogamaglobulinemia de la infancia (transitoria),D807,
1025,Hipogamaglobulinemia inespecifica,E800,
1026,Hipoglucemia hiperinsulinémica persistente de la infancia,E161,
1027,Hipogonadismo hipogonadotrópico - retinitis pigmentada,Q878,Código corregido de 0878 a Q878
1028,Hipogonadismo hipogonadotrópico congénito,E230,
1029,Hipomagnesemia aislada dominante,E834,
1030,Hipomagnesemia con normocalciuria,E834,
1031,Hipomielinización - catarata congénita,G378,
1032,Hipomielinización - hipoqonadismo hipogonadotrópico - hipodonfia,G111,
1033,Hipomielinización con atrofia de los ganglios basares y del cerebelo,E752,
1034,Hipoparatiroidismo - sordera - enfermedad renal,Q878,Código corregido de 0878 a Q878
1035,Hipoparatiroidismo familiar aislado,E208,
1036,Hipoparatiroidismo familiar aislado debido a agenesia de la glándula paratiroidea,E208,
1037,Hipoperistaltismo intestinal - microcolon - hidronefrosis,Q438,
1038,Hipopituitar smo microftalmia,Q044,
1039,Hipopituitarismo polidactilia postaxial,Q878,
1040,Hipoplasia cartilago cabello,Q788,
1041,Hipoplasia dérmica focal,Q828,Código corregido de 0828 a Q828
1042,Hipoplasia foveal catarata presenil,H260,
1043,Hipoplasia olivopontocerebelosa letal,Q043,Código corregido de 0043 a Q043
1044,Hipoplasia pancreática diabetes cardiopatia,Q878,Código corregido de 0878 a Q878
1045,Hipoplasia pontocerebelosa tipo 4,Q043,Código corregido de 0043 a Q043
1046,Hipoplasia pontocerebelosa tipo 5,Q043,Código corregido de 0043 a Q043
1047,Hipoplasia pontocerebelosa tipo 6,Q043,Código corregido de 0043 a Q043
1048,Hipoplasia tiroidea,E031,
1049,Hipoqueratosis circunscrita palmo-plantar,Q828,Código corregido de 0828 a Q828
1050,Hipospadias - hipertelorismo - coloboma y sordera,Q870,Código corregido de 0870 a Q870
1051,Hipotermia periódica espontanea,G908,
1052,Hipotonia - Síndrome de cistinuria,E720,
1053,Hipotonia con acidemia láctica e hiperamonemia,E888,
1054,Hipotricosis - linfedema - telangiectasia -,XXXX,
1055,Hipotricosis hereditaria de Mane Unna,Q840,Código corregido de 0840 a Q840
1056,Hipotricosis retraso mental tipo Lopes,XXXX,
1057,Hipotricosis simple,L658,
1058,Hirschsprung - hipoplas a de uñas - dismorfla,Q431,Código corregido de 0431 a Q431
1059,Hirschsprunq polidactilia sordera,Q431,Código corregido de 0431 a Q431
1060,Histidinemia,E708,
1061,Histiocitosis azul marino,D763,
1062,Histiocitosis de células de Langerhans,C960,
1063,Histiocitosis progresiva mucinosa hereditaria,D763,
1064,Histiocitosis sinusal con linfadenopatía masiva,D763,
1065,Holoprosencefalia,Q042,Código corregido de 0042 a Q042
1066,Homocamosinosis,E728,
1067,Homocistinuria clásica por Déficit de cistationina betasintasa,E721,
1068,Ictiosis - hepatoesplenomegalia - Degeneración cerebelosa,Q878,Código corregido de 0878 a Q878
1069,Ictiosis alopecia ectropión retraso mental,Q776,Código corregido de 0776 a Q776
1070,Ictiosis ampollosa de Siemens,Q808,Código corregido de 0808 a Q808
1071,Ictiosis atresia biliar -,XXXX,
1072,Ictiosis congénita microcefalia cuadriplejia,Q878,Código corregido de 0878 a Q878
1073,Icifosis congénita tipo feto Arlequín,Q804,Código corregido de 0804 a Q804
1074,Ictiosis dedos fusiformes fisura labial media,XXXX,
1075,Ictiosis lamelar,Q802,Código corregido de 0802 a Q802
1076,Ictiosis ligada al cromosoma X,Q801,Código corregido de 0801 a Q801
1077,Ictiosis neonatal - colangitis esclerosante,XXXX,
1078,Ictiosis no especificada,Q809,Código corregido de 0809 a Q809
1079,Iminoqlicinuria,E720,
1080,Incontinentia piqmenti,Q823,Código corregido de 0823 a Q823
1081,Inmunodeficiencia combinada severa ligado a Déficit de adenosina desaminasa,D813,
1082,Inmunodeficiencia comienzo adulto,D848,
1083,Inmunodeficiencia comun variable,D839,
1084,Inmunodeficiencia con Déficit de células natural-killer,D848,
1085,Inmunodeficiencia con múltiples atresias intestinales (Mutación en TTC7A),Q438,Código corregido de 0438 a Q438
1086,Inmunodeficiencia debida a Déficit de CD25,D812,
1087,Inmunodeficiencia por Déficit de quinasa-4 asociado al receptor de intedeuquina-1,D848,
1088,Inmunodeficiencia por Déficit selectivo de anticuerpos antipolisacáridos,D808,
1089,Inmunodeficiencia por expresión deficiente del HLA de clase 2,D817,
1090,Inmunodeficiencia primaria no especificada,D848,
1091,Insensibilidad congénita al dolor,G908,
1092,Insomnio fatal familiar,A818,
1093,Interrupción del arco aótico,Q254,Código corregido de 0254 a Q254
1094,Intolerancia a la fructosa,E741,
1095,IPEX (X-LINKED),E310,
1096,IRAK4 (IL-1 Receptor asociado a kinasa 4),D848,
1098,Keratosis tipo Nagashima,Q828,Código corregido de 0828 a Q828
1099,Laminopatia tipo Decaudain-Vigouroux,E784,
1100,Latosterolosis,Q878,Código corregido de 0878 a Q878
1101,Leiomioma orbital,D316,
1102,Leprechaunismo,E348,
1103,Lesión cerebral isquémica e hipóxica neonatal,P111,
1104,"Lesiones ""Donut"" de la calvaria - fragilidad ósea",M858,
1105,Leucodistrofia - paraplejia espástica - distonia,G114,
1106,Leucodistrofia metacromática,E752,
1107,leucodistrofia no especificada,E752,
1108,Leucoencefalopatia - ataxia - hipodontia - hipomielinización,E752,
1109,Leucoencefalopatía - condrodisplasia metafisaria,G114,
1110,Leucoencefalopatia - distonia - neuropatia motora,E752,
1111,Leucoencefalopatia asociada al tronco del encéfalo y a la medula espinal - elevación del lactato,E752,
1112,Leucoencefalopatia cavilada progresiva,E752,
1113,Leucoencefalopatía con quistes anteriores y bilaterales en el lóbulo temporal,E752,
1114,Leucoencefalopatia queratosis palmoplantar,XXXX,
1115,Leuconiquía total - lesiones similares a acantosis nigricans - pelo anormal,Q828,
1116,Linfanqiectasias quísticas pulmonares,Q338,Código corregido de 0338 a Q338
1117,Linfangioleiomiomatosis,J984,
1118,Linfedema - anomalía arteriovenosa cerebral,Q820,Código corregido de 0820 a Q820
1119,Linfedema - defectos del septo atrial - cambios faciales,Q878,Código corregido de 0878 a Q878
1120,Linfedema congénito,Q820,Código corregido de 0820 a Q820
1121,Lipodistrofia familiar parcial asociada con mutaciones en PPARG,E881,
1122,Lipodistrofia familiar pardal por mutaciones en AKT2,E881,
1123,"Lipodistrofia familiar parcial, tipo Kábberling",E881,
1124,Lipodistrofia generalizada adquirida,E881,
1125,Lipodistrofia no especificada,E881,
1126,Lipodistrofia parcial adquirida,E881,
1127,"Lipodistrofia, familiar pardal, tipo Dunnigan",E881,
1128,"Lipodistrofia, tipo Berardinelli",E881,
1129,Lipofuscinosis neuronal ceroide tardia infantil,E754,
1130,Lipofuscinosis neuronal ceroidea juvenil,E754,
1131,Lipoma nasopalpebral - coloboma - telecanto,Q103,Código corregido de 0103 a Q103
1132,Lipomatosis encefalocraneocutánea,E882,
1133,Lipoproteinosis de Urbach-Wiethe,E788,
1134,Lisencefalia debido a mutaciones en TUBA1A,Q043,Código corregido de 0043 a Q043
1135,Lisencefalia tipo 2,Q043,Código corregido de 0043 a Q043
1136,Lisencefalia tipo III - displasia ósea metacarpiana,Q043,Código corregido de 0043 a Q043
1137,Lisencefalia tipo III - secuencia de aquinesia fetal familiar,Q043,Código corregido de 0043 a Q043
1138,Lóbulos gruesos de las orejas - sordera conductiva,H900,
1139,Macrocefalia - deficiencia inmunitaria - anemia,XXXX,
1140,Macrocefalia - malformación capilar,Q873,Código corregido de 0873 a Q873
1141,Macrocefalia - talla baja - paraplejia,XXXX,
1142,Macroqiria central bilateral,Q048,Código corregido de 0048 a Q048
1143,Macroqlobunnemia de Waldenstrám,C880,
1144,Macrostomia - papiloma preauricular - oftalmoplejia externa,Q870,Código corregido de 0870 a Q870
1145,"Macrotrombocitopenia con formación anómala de proplaquetas, autosómica dominante",D694,
1146,"Malabsorción de folato, hereditaria",D528,
1147,Malabsorción de glucosa-galactosa,E743,
1148,Malacoplasia,N288,
1148,Malacoplasia,N328,
1148,Malacoplasia,N368,
1149,Malformación cerebral - enfermedad cardiaca congénita,Q878,Código corregido de 0878 a Q878
1150,Malformación de Ebstein,Q225,Código corregido de 0225 a Q225
1151,Malformación linfática,D181,
1152,Malformaciones del desarrollo - sordera - distonia,Q878,Código corregido de 0878 a Q878
1153,Mano hendida - pie hendido,Q716,Código corregido de 0716 a Q716
1154,Mano hendida urinarias anomalías espina bífida anomalia de diafragma,Q878,Código corregido de 0878 a Q878
1155,"Mano hendida, pie hendido, sordera",Q872,Código corregido de 0872 a Q872
1156,Mastocitosis,Q822,Código corregido de 0822 a Q822
1157,Mastocitosis cutánea,Q822,Código corregido de 0822 a Q822
1158,Mastocitosis no especificada,Q822,Código corregido de 0822 a Q822
1159,Mastocitosis sistémica,C962,
1160,Mastocitosis sistémica agresiva,C962,
1161,Mastocitosis sistémica indolente,D470,
1162,"Megacalicosis, congénita",Q638,Código corregido de 0638 a Q638
1163,Megalencefalia - polimicrogiria - polidactina postaxial - hidrocefalia,Q048,Código corregido de 0048 a Q048
1154,Melorreostosis,Q782,Código corregido de 0782 a Q782
1165,Metacondromatosis,Q784,Código corregido de 0784 a Q784
1166,Metahemoglobinemia hereditaria recesiva de tipo 2,D740,
1167,Miastenia grave,G700,
1168,Microbraquicefalia ptosis fisura labial,Q878,Código corregido de 0878 a Q878
1169,Microcefalia - anomalías digitales - Déficit intelectual,Q878,Código corregido de 0878 a Q878
1170,Microcefalia - Déficit intelectual - anomalías falángicas y neurológicas,Q878,Código corregido de 0878 a Q878
1171,Microcefalia - polimicrogiria- agenesia del cuerpo calloso,Q043,Código corregido de 0043 a Q043
1172,Microcefalia braquidactilia cifoescoliosis,Q878,Código corregido de 0878 a Q878
1173,Microcefalia epilepsia retraso mental cardiopatia,Q878,Código corregido de 0878 a Q878
1174,"Microcefalia fisura palatina autosómico dominante, Síndrome de",Q878,Código corregido de 0878 a Q878
1175,Microcefalia hipoplasia pontocerebelosa disquinesia,Q043,Código corregido de 0043 a Q043
1176,Microcefalia miocardiopatia,Q878,Código corregido de 0878 a Q878
1177,Microdeleción 9q22.3,Q935,Código corregido de 0935 a Q935
1178,Microftalmia - atrofia cerebral,Q112,Código corregido de 0112 a Q112
1179,Microftalmia con anomalías cerebrales y de las manos,Q112,Código corregido de 0112 a Q112
1180,Microftalmia con anomalías de las extremidades,Q112,Código corregido de 0112 a Q112
1181,Microftalmia sindrómica debido a una mutación en OTX2,Q112,Código corregido de 0112 a Q112
1182,Microgastria anomalia de miembros,Q878,Código corregido de 0878 a Q878
1183,Microtia,Q172,Código corregido de 0172 a Q172
1184,Microtia - coloboma - imperforación del conducto nasolacrimal,Q158,Código corregido de 0158 a Q158
1185,Microtia anomalías esqueléticas talla baja,Q871,Código corregido de 0871 a Q871
1186,Microtia bilateral - sordera - paladar hendido,Q870,Código corregido de 0870 a Q870
1187,Mielodisplasia con hipogamaglobulinemia,D812,
1188,Mielofibrosis con metaplasia mielocitoide,D471,
1189,Migraña hemipléjica familiar o esporádica,G431,
1190,Miocardiopatia cataratas anomalías espondilopélvicas,1420,
1191,Miocardiopatía restrictiva aislada familiar,1425,
1192,Mioclonia ataxia cerebelosa sordera,G111,
1193,Mioclonia atrofia muscular distal,G253,
1194,Mioclonia perioral con ausencias,G403,
1195,Mioclono de acción - Sindrome de insuficiencia renal,G404,
1196,Miofascitis macrofágica,M608,
1197,Miopatia con autofaqia excesiva,G718,
1198,Miopatia con capuchón,G712,
1199,Miopatia congénita letal tipo Compton-North,G712,
1200,Miopatia distal con afectación respiratoria precoz,G710,
1201,Miopatia distal con debilidad de cuerdas vocales,G710,
1202,"Miopatia distal de tipo Welander, tipo sueco",G710,
1203,"Miopatia distal, tipo Nonaka",G718,
1204,Miopatia hereditaria con fallo respiratorio precoz,G710,
1205,Miopatia hereditaria de cuerpos de inclusión - contracturas de las articulaciones - oftatmoplefia,G718,
1206,Miopatia ligada al cromosoma X con atrofia del musculo postura!,G710,
1207,Distrofia miotónica tipo 2,G711,
1208,Miopatia mitocondrial con anemia sideroblástica,G713,
1209,Miopatia nemalínica,G712,
1210,Miopatia provocada por exceso de calsecuestrina y proteína SERCA1,G718,
1211,Miopatia terminal con afectación de la parte posterior de las piernas y de la parte anterior de extremidades superiores,G710,
1212,Miopatía tibial de Udd,G710,
1213,Miopatía tipo Bethlem,G710,
1214,Miositis esporádica con cuerpos de inclusión,M608,
1215,Miositis focal,M608,
1216,Monosomia 18p,Q935,Código corregido de 0935 a Q935
1217,Monosomia 22q11,D821,
1218,Monosomia 5p,Q934,Código corregido de 0934 a Q934
1219,Monosomia distal 10q,Q935,Código corregido de 0935 a Q935
1220,MSMD (Deficiencia IFN-yR1),D848,
1221,MSMD (Deficiencia IFN-yR2 ),Q848,Código corregido de 0848 a Q848
1222,MSMD (Deficiencia STAT1),D848,
1223,MSMD (IL-12p40),D848,
1224,MSMD (IL12RB),D848,
1225,Mucolipidosis no especificada,E779,
1226,Mucolipidosis tipo 2,E770,
1227,Mucolipidosis tipo 4,E751,
1228,Mucopolisacaridosis no especificada,E763,
1229,Mucopolisacaridosis tipo 2,E761,
1230,Mucopolisacaridosis tipo 3,E762,
1231,Mucopolisacaridosis tipo 4,E762,
1232,Mucopolisacaridosis tipo 6,E762,
1233,Mucopolisacaridosis tipo 7,E762,
1234,Mucosulfatidosis,E752,
1235,Muerte infantil súbita - disgenesia de los testículos,G908,
1236,Mutación de ganancia en función CMC-STAT 1,D848,
1237,"Mutación EDA-ID, AD (NFKBIA)",D828,
1238,"Mutación EDA-ID, XL (Deficiencia NEMO)",Q782,Código corregido de 0782 a Q782
1239,Mutación en el gen de la subunidad TCRa Constante (TRAC),D848,
1240,Mutación en Gata-2,D728,
1241,Mutación en PRKCD (Proteína C Kinasa Ó),D479,
1242,Mutación IRF-8,D848,
1243,Mutación y deleción de la cadena pesada de i,C911,
1244,"Mutación, SLC29A3",D763,
1245,Nail Patella like enfermedad renal,Q872,Código corregido de 0872 a Q872
1246,Nefronoftisis familiar del adulto quadriparesia espástica,Q618,Código corregido de 0618 a Q618
1247,Nefropatía sordera hiperparatiroidismo,Q878,Código corregido de 0878 a Q878
1248,Nefrosis - sordera - anomalías del tracto urinario y digitales,Q878,Código corregido de 0878 a Q878
1249,Neumopatia aguda idiopática eosinofilica,J82X,
1250,Neuro musculo esquelético Síndrome tipo chipriota,Q878,Código corregido de 0878 a Q878
1251,Neuroaxonal distrofia acidosis tubular,N258,
1252,Neurodegeneradón asociada a pantotenato-quinasa,G230,
1253,Neurodegeneración con acumulo cerebral de hierro,G230,
1254,Neurodegeneración debida a Déficit en 3-hidroxisobutiril-CoAhidrolasa,E711,
1255,Neurofibromatosis,Q871,Código corregido de 0871 a Q871
1256,Neurofibromatosis tipo 2,Q850,
1257,Neurofibromatosis tipo familiar es inal,Q850,Código corregido de 0850 a Q850
1258,Neuropatia autonómica y sensitiva hereditaria 2,G608,
1259,Neuropatía axonal aguda motora y sensitiva,G610,
1260,Neuropatia axonal motora aguda,G610,
1261,Neuropatía con discapacidad auditiva,G600,
1262,Neuropatia hereditaria con hipersensibilidad a la presión,G600,
1263,Neuropatia motriz mulfifocal con bloqueo de conducción,G618,
1264,Neuropatia óptica hereditaria de Leber,H472,
1265,"Neuropatia periférica, tipo Fiskerstrand",G601,
1266,"Neuropatía sensitiva y autónoma, hereditaria, con sordera y retraso global",G608,
1267,"Neuropatía sensitiva y autónoma, hereditaria, con sordera, ligada al cromosoma x",G608,
1268,Neuropatia sensorial y motora de inicio facial,G600,
1269,Neuropatía visceral - anomalias cerebrales - dismorfismo facial - retraso en el desarrollo,Q878,
1270,Neuropatía axonal gigante 20 familias Sinostosis múltiple,G608,
1271,Neutropenia cíclica,D7OX,
1272,Neutropenia congénita benigna,D7OX,
1273,Neutropenia congénita grave,D7OX,
1274,"Neutropenia congénita grave, autosómica y dominante",D7OX,
1275,"Neutropenia congénita severa, bases desconocidas",D7OX,
1276,Neutropenia ligada al cromosoma X / Mielodisplasia,D70X,
1277,"Neutropenia, congénita grave, ligada at cromosoma X",D7OX,
1278,Nevus melanocitico congénito grande,Q825,Código corregido de 0825 a Q825
1279,Nevus poroqueratósico del ostio y conducto dérmico ectinos,Q825,Código corregido de 0825 a Q825
1280,NOMID or CINCA,E850,
1281,Obesidad - colitis - hipotiroidismo - hipertrofia cardiaca - retraso del desarrollo,E038,
1282,Obesidad debida a deficiencia de erohormona convertasal,E668,
1283,Obesidad debida a la deficiencia congénita de leptina,E668,
1284,Obesidad por Déficit de pro-opiomelanocortin,E668,
1285,Oculo cerebro facial Síndrome ti .o Kaufman,Q870,Código corregido de 0870 a Q870
1286,Oculo dental Síndrome tipo Rutherfurd,Q878,Código corregido de 0878 a Q878
1287,Oculo frico displasia -,XXXX,
1288,Odonto onico dérmica displasia,Q824,Código corregido de 0824 a Q824
1289,"Odonto tric,omélica hipohidrótica displasia",Q824,Código corregido de 0824 a Q824
1290,Odontodisplasia regional,K004,
1291,Odontoleucodistrofia,E752,
1292,Oliqodoncia - taurodoncia - cabello escaso,Q825,Código corregido de 0825 a Q825
1293,Omodisplasia,Q788,Código corregido de 0788 a Q788
1294,Onfalocele,Q792,Código corregido de 0792 a Q792
1295,Onicotricodisplasia y neutropenia,L988,
1296,Opsismodisplasia,Q788,Código corregido de 0788 a Q788
1297,"Ospteodisplastia, tipo Melnick-Needles",Q778,Código corregido de 0778 a Q778
1298,Osteocondrodisplasia hipertncosis,Q873,Código corregido de 0873 a Q873
1299,Osteocondromas múltiples,Q786,Código corregido de 0786 a Q786
1300,Osteocondromatosis carpotarsiana,Q748,Código corregido de 0748 a Q748
1301,Osteocraneoestenosts,Q780,Código corregido de 0780 a Q780
1302,Osteodisplasia poliquísfica lipomembranosa con leudoencefalopatía esclerosante,E752,
1303,Osteodistrofia hereditaria de Albright,E201,
1304,Osteogénesis imperfecta,Q780,Código corregido de 0780 a Q780
1305,Osteogénesis imperfecta - retinopatia - convulsiones - Déficit intelectual,Q878,Código corregido de 0878 a Q878
1306,Osteogénesis imperfecta microcefalia cataratas,Q780,Código corregido de 0780 a Q780
1307,"Osteólisis del talón, rótula y escafoides, Sindrome de -",XXXX,
1308,Osteomielitis multifocal crónica recurrente juvenil,M863,
1309,Osteopatía estriada esclerosis craneana,Q788,Código corregido de 0788 a Q788
1310,Osteopetrosis - hipogammaglobulinemia,Q782,Código corregido de 0782 a Q782
1311,Osteopetrosis de Albers-Schbnberg,Q782,Código corregido de 0782 a Q782
1312,Osteopetrosis dominante de tipo 1,Q782,Código corregido de 0782 a Q782
1313,Osteopetrosis maligna autosómica recesiva 0782 —1,XXXX,Sin código asignado
1314,"Osteopetrosis, autosómica recesiva leve, forma intermedia",Q782,Código corregido de 0782 a Q782
1315,Osteoporosis hipopigmentación óculo cutánea,XXXX,
1316,Osteoporosis pseudoglioma Síndrome,Q875,Código corregido de 0875 a Q875
1317,Osteosclerosis - ictiosis - fallo ovárico prematuro,XXXX,
1318,Oto dental displasia,K002,
1319,Otras Acromegalias No especificadas,E220,
1320,Otras alteraciones cromosómicas no especificadas,Q999,Código corregido de 0999 a Q999
1321,Otras ataxias episódicas,G118,
1322,Otras ataxias espinocerebelosas no especificadas,G118,
1323,Otras ataxias hereditarias no especificadas,G118,
1324,Otras atelosteogénesis no especificadas,Q788,Código corregido de 0788 a Q788
1325,Otras atrofias musculares espinales no especificadas,G122,
1326,Otros trastornos de la oxidación de los acidos grasos 1,E713,
1327,Otros trastornos del ciclo de la urea no especificados,E722,
1328,Otros trastornos del metabolismo de las lipoproteinas no especificados,E789,
1329,Otros trastornos del metabolismo de las pirimidinas no especificados,E799,
1330,Otros trastornos del metabolismo de las purinas no especificados,E799,
1331,Otros trastornos del metabolismo de los acidos grasos,E713,
1332,Otros trastornos del metabolismo de los carbohidratos no especificados,E749,
1333,Ovarios poliquisticos esfínter uretra! disfunción,N398,
1334,Pancreatitis aguda recurrente,K850,
1335,Pancreatitis crónica hereditaria,K861,
1336,Pancreatoblastoma,C251,
1337,Panencefalitis por rubeola,B060,
1338,"Paniculitis, histiocitica citofágica",M358,
1339,Papulosis atrofiante maligna de Deqos,I778,
1340,Paquidermoperiostosis,M894,
1341,Paquioniquia congénita,Q845,Código corregido de 0845 a Q845
1342,Parálisis bulbar progresiva de la niñez,G121,
1343,Parálisis la-linea retraso mental,J380,
1344,Parálisis periódica hipercalemica,G723,
1345,Parálisis periódica hipocalemica,G723,
1346,Parálisis periódica no especificada,G723,
1347,Parálisis periódica normocalemica,G723,
1348,Parálisis periódica tirotóxica,G723,
1349,Parálisis supranuclear progresiva,G231,
1350,Parálisis supranuclear progresiva - Síndrome corticobasal,G231,
1351,Paraplejia espástica - glaucoma - Déficit intelectual,G114,
1352,Paraplejia espástica autosómica dominante tipo 6,G114,
1353,Paraplejia espástica autosómica dominante tipo 8,G114,
1354,Paraplejía espástica autosómica dominante tipo 9,G114,
1355,Paraplejia espástica autosómica dominante tipo 10,G114,
1356,Paraplejia espástica autosómica dominante tipo 12,G114,
1357,Paraplejia espástica autosómica dominante tipo 13,G114,
